actual Rating,Predicted Rating
4.2,3.2509999999999994
3.9,3.7409999999999983
3.4,3.2665523809523824
4.0,4.02
3.3,3.1563878787878807
3.2,3.257999999999997
2.9,3.4911000000000008
4.0,3.4576666666666647
3.6,3.5229999999999984
3.7,3.7308666666666697
3.6,3.2169000000000008
3.9,3.978833333333331
3.6,3.255000000000003
3.8,3.7000000000000024
4.0,3.9529999999999985
3.7,3.7407
4.1,4.069000000000005
3.5,3.6989952380952356
3.6,3.491525216329561
2.5,3.640660980685981
3.7,3.725999999999997
3.6,3.7789999999999986
3.6,3.293492857142857
4.2,3.62330595238095
4.5,4.521000000000007
3.8,3.079261111111114
4.2,4.178999999999993
3.3,3.7008809523809485
4.1,3.968
3.2,3.506333333333332
3.3,3.305062950937948
3.9,3.4589999999999996
3.0,3.427476483399526
3.7,3.415473809523809
3.4,3.339022521922521
3.8,3.2665523809523824
3.6,4.027000000000002
3.0,3.6210000000000004
3.5,3.165233333333333
3.0,3.257249999999999
3.7,3.4029341575091574
3.7,3.7885523809523862
4.0,4.064999999999995
2.8,3.656783333333331
3.9,4.228499999999999
4.1,3.8624999999999985
4.3,4.278000000000005
3.3,3.46027380952381
3.3,3.364311908232699
3.7,3.6840333333333373
3.8,3.6905833333333335
3.5,3.185998734598735
4.3,4.118000000000004
3.0,3.096066666666666
4.2,4.015999999999997
3.3,3.8160000000000047
3.0,3.319
4.3,3.9449999999999994
3.9,3.509116666666668
3.2,3.6077142857142865
3.7,3.815333333333332
3.2,3.2760000000000025
4.1,4.0910000000000055
2.8,3.8569999999999953
3.6,3.584721428571426
4.0,3.648333333333335
3.3,3.257537640653122
3.8,3.6286000000000036
4.4,4.086999999999994
3.4,3.2971010101010085
4.4,4.195999999999997
4.1,4.051866666666672
2.8,3.5654999999999974
3.7,3.6259999999999963
3.8,3.652250000000001
3.7,3.755999999999994
3.9,4.026000000000002
3.3,3.362990476190475
4.1,4.034000000000003
3.5,3.5885000000000002
4.0,3.938
4.1,3.965374999999998
3.8,3.888000000000004
2.9,3.096000000000001
3.5,3.322878205128209
3.9,3.502000000000001
3.3,3.4540382839382833
3.7,3.5396321386946363
3.8,3.927399999999996
3.6,3.630157600732604
3.2,3.3149916666666686
3.3,3.245264285714286
4.2,4.023000000000004
4.2,3.862090476190472
3.7,3.3777666666666657
4.5,4.309000000000006
3.5,3.239533333333335
3.9,3.949999999999996
3.9,3.868999999999996
3.5,3.5930675324675296
3.7,3.5950000000000024
3.4,3.2669999999999977
4.4,4.167999999999996
3.3,3.3500225219225217
3.6,3.5128047979797983
4.0,3.9630000000000023
4.1,3.6690000000000045
3.6,3.4634499999999986
3.4,3.4910000000000014
3.0,3.34175
3.5,3.22
3.5,3.281999999999999
4.4,4.373999999999998
3.3,3.372
3.9,3.5546666666666638
2.9,3.160999999999998
4.1,4.100000000000006
3.6,3.737611111111109
3.2,3.5026666666666664
4.1,4.044000000000002
3.9,3.1710000000000003
4.0,3.8651999999999953
3.3,3.257999999999997
4.2,4.199999999999992
3.7,3.916999999999998
2.6,3.344928128725419
4.2,4.221999999999993
4.3,4.3040000000000065
3.8,4.068000000000003
3.2,3.9274999999999984
3.9,3.9099999999999953
3.7,3.319231055056058
3.3,3.2377642857142854
3.5,3.471516450216452
3.6,3.4883666666666664
3.6,3.8409999999999984
4.1,4.083000000000005
3.8,3.6350000000000016
3.8,3.776
3.8,3.320100000000001
3.6,3.086898015873018
3.6,3.999000000000002
3.6,3.655574999999995
3.8,3.8415321428571416
3.6,3.3476666666666683
4.0,4.010000000000001
3.2,3.2368251748251744
4.1,4.104000000000006
3.6,3.4840000000000004
3.3,3.2665523809523824
4.8,4.693000000000004
4.5,4.260000000000001
3.6,3.6348
3.7,3.488714285714286
3.8,3.8879999999999986
3.9,3.6912428571428575
3.3,3.1880000000000006
3.8,3.9739999999999998
4.1,3.678000000000004
3.7,3.182369047619048
4.2,4.196999999999993
3.2,3.300888888888892
2.7,3.3824999999999985
4.2,3.9519999999999964
3.9,3.6332500000000016
4.3,4.199999999999994
4.1,4.134999999999998
4.2,4.107999999999995
3.8,3.772000000000002
3.9,4.057000000000004
3.0,3.121504761904763
4.1,4.127000000000007
4.2,3.7459999999999947
3.8,4.187000000000001
3.6,3.1775000000000007
4.3,4.223000000000002
3.3,3.3160333333333365
3.7,3.061214285714282
4.0,4.005
3.5,3.2795999999999985
4.4,4.3449999999999935
3.9,3.849333333333328
3.7,3.255000000000003
3.5,3.414000000000001
3.7,3.5129999999999995
3.3,3.206999999999996
4.2,4.210999999999994
4.0,3.9920000000000004
4.3,4.207000000000006
3.9,3.706333333333333
3.4,3.2428251748251746
4.0,3.8609999999999958
3.4,3.3155428571428547
4.3,4.1269999999999945
3.5,3.422023809523809
4.0,3.696999999999996
4.1,4.106000000000006
3.4,3.3168000000000024
3.1,3.336402777777778
3.8,3.3840000000000003
3.7,3.486708333333336
3.5,3.6332833333333303
3.0,3.518736363636364
3.9,3.7295
3.6,3.0869000000000004
3.6,3.654333333333335
3.6,3.1983457653457634
4.4,4.096000000000001
2.9,3.3619999999999983
3.2,3.279000000000003
3.8,3.685499999999999
3.8,3.463999999999998
3.9,3.860999999999996
3.8,3.598342857142859
3.3,3.2686666666666677
3.6,3.6041119047619037
3.8,3.258466666666666
3.6,3.3466738095238076
4.1,4.197000000000001
3.6,3.735000000000001
4.3,3.4869999999999988
3.3,3.414000000000001
3.4,3.472142857142858
3.2,3.8354000000000004
3.7,3.597499999999998
2.9,3.096000000000001
3.6,3.6040000000000005
3.9,3.8900000000000006
3.6,3.5239999999999956
3.3,3.312008306399479
4.5,4.249000000000001
3.0,3.5654999999999974
3.8,3.580186147186148
3.4,3.426833189033187
3.7,3.361712051673817
3.4,3.097130434782606
3.4,3.19975
3.7,3.636293253968251
4.3,4.3120000000000065
3.5,3.2500000000000004
3.8,3.349
3.7,3.719999999999997
3.7,3.5304999999999995
3.9,3.152666666666663
4.2,4.211999999999996
3.7,3.522
3.1,3.432030952380952
4.3,4.408000000000002
3.7,3.7889999999999957
2.7,3.165233333333333
3.1,3.6862323232323257
2.6,3.441999999999997
3.4,3.364
4.2,4.196499999999993
3.8,3.7504580775433696
3.9,3.5950000000000024
4.1,4.111000000000005
3.6,3.1695000000000007
3.7,3.6487499999999944
3.5,3.4404408730158735
4.1,4.090000000000006
3.9,3.494000000000002
3.0,3.2611666666666697
3.4,3.3604999999999974
4.2,4.196499999999993
4.3,4.353000000000006
2.8,3.9655
3.9,3.6330000000000036
3.9,3.5645999999999987
3.8,3.657999999999996
4.1,4.119000000000006
4.1,4.061555555555561
3.8,3.3527792164357417
3.8,4.091133333333333
4.3,3.7425666666666704
4.1,4.188000000000005
3.5,3.4336643328893355
3.5,3.491892604617606
3.1,3.5129999999999995
3.1,3.3155428571428547
4.2,4.337999999999997
4.1,4.036000000000002
4.1,4.099000000000006
4.0,3.7550000000000012
3.6,3.422023809523809
3.5,3.1181900201106076
4.1,4.0590000000000055
4.4,4.2749999999999995
3.6,3.086898015873018
3.6,3.3284332096824745
4.3,4.231000000000005
3.1,3.29505476190476
3.3,3.3227575757575756
3.4,3.251682359307356
3.4,3.2745000000000006
3.9,3.297999999999998
4.2,4.121999999999995
3.6,3.549776495726498
3.3,3.3037810526315776
3.7,3.296171428571425
3.7,3.822999999999996
2.8,3.985999999999998
4.1,3.717
3.6,3.186000000000001
3.4,3.3010996031746016
3.7,4.0612
4.3,4.295000000000007
2.7,3.608199999999996
3.9,3.793000000000003
3.9,3.9929999999999954
3.1,3.5128047979797983
4.5,4.243009126984129
4.0,3.9173571428571434
4.2,4.128999999999994
4.6,4.371000000000006
3.5,3.257249999999999
4.1,4.099000000000006
3.8,3.8570000000000055
3.0,3.6056666666666657
3.3,3.212290442890437
3.7,3.8169999999999975
3.8,3.98
3.4,3.640660980685981
3.8,3.7420000000000058
3.1,3.6618607142857114
3.4,3.652666666666665
3.5,3.5180000000000025
3.1,3.2955162698412686
4.2,4.2259999999999955
3.8,3.5029999999999966
3.5,3.5133433455433463
3.3,3.2428251748251746
4.5,4.374000000000001
3.7,3.560110409035408
4.0,3.783000000000001
3.1,3.284344047619049
3.3,3.206999999999995
4.0,3.8764999999999965
4.1,4.113000000000005
3.9,3.165233333333333
3.9,3.5939999999999963
2.6,3.374000000000003
4.1,3.928922222222222
2.9,3.4317999999999977
4.1,4.190000000000005
3.8,3.7800000000000034
3.8,3.3527792164357417
2.9,3.048857142857142
4.0,3.682750000000002
3.0,3.1307499999999986
3.6,3.6265666666666645
3.5,3.7926666666666695
3.1,3.244399999999996
4.2,4.151999999999998
3.6,3.5716666666666685
3.9,3.479000000000001
4.1,3.9130000000000007
3.4,3.6603333333333334
3.3,3.2756249999999967
3.7,3.805000000000003
3.2,3.6428476190476173
3.3,3.3500225219225217
4.3,4.2930000000000055
4.0,4.038
4.1,4.096000000000006
4.2,3.8111666666666686
3.3,3.50642857142857
4.9,4.842999999999991
2.8,3.432999999999997
3.6,3.506153632805101
4.1,4.082000000000003
3.2,3.392
3.4,3.312008306399479
4.2,3.651214285714289
3.9,3.977866666666667
4.4,4.408999999999995
4.2,4.152999999999996
4.0,4.040000000000001
4.2,4.058999999999998
3.7,3.4143333333333343
3.3,3.3431759462759434
3.3,3.427476483399526
3.7,3.518736363636364
3.6,3.487
3.5,3.469000000000003
3.9,3.765
4.7,3.870083333333332
3.2,3.2640372516372493
4.0,4.057000000000003
3.0,3.386702380952382
3.9,3.8889999999999953
4.2,4.021000000000002
2.8,3.7680000000000047
3.7,3.6417446581196615
4.4,3.934000000000001
3.7,3.584721428571426
3.6,3.1534666666666684
3.6,3.6080000000000036
3.5,3.186000000000001
3.6,3.6799452380952373
3.0,3.4810000000000043
3.9,3.578499999999998
3.4,3.633154720279723
3.7,3.5688
3.4,3.2022114374290074
4.5,3.8499999999999983
3.6,3.27412439953837
4.2,4.151000000000004
3.9,3.7409999999999983
4.5,4.0446
3.4,3.295
4.2,3.9692190476190454
3.2,3.263199710917105
3.8,3.5652595238095204
4.1,4.056000000000004
4.0,3.847000000000001
3.8,3.6032880952380935
3.5,3.364
3.5,3.413000000000001
3.5,3.097130434782606
3.4,3.221673776223771
3.8,3.8595499999999987
3.5,3.1898595238095253
4.3,4.085500000000005
3.1,3.2095624999999957
3.1,3.450833730158727
3.9,3.7759999999999976
4.1,3.8080000000000034
3.2,3.5546666666666638
3.9,3.7717333333333345
3.9,3.9479999999999977
3.4,3.344233333333333
4.0,4.026
3.6,3.7630833333333347
3.9,3.8019999999999987
2.8,3.7680000000000047
3.5,3.8420000000000005
3.3,3.307689973262037
3.0,3.6776376262626305
3.8,3.9550000000000036
3.6,3.5949999999999975
3.6,3.833999999999998
2.5,3.319533333333334
3.4,3.4206111111111084
4.1,3.861999999999996
3.7,3.9200000000000035
3.7,3.6117904761904787
3.6,3.2960000000000025
4.6,4.412166666666668
4.0,3.5429999999999997
3.8,3.0232785714285724
3.5,3.8385000000000007
4.5,4.4769999999999985
4.1,4.007000000000003
3.7,3.7248380952380917
4.2,3.8159999999999985
3.8,3.599300000000004
3.7,3.755166666666663
3.8,3.872333333333332
4.0,3.9159999999999955
3.4,3.090633333333333
4.1,4.106000000000006
4.0,3.8710000000000004
4.0,4.006
4.7,4.659999999999994
3.6,3.6290000000000004
3.0,4.012999999999995
4.4,3.931500000000002
3.6,3.6623999999999977
4.2,4.197999999999994
3.7,3.0750000000000046
3.1,3.2550000000000012
3.7,3.810000000000001
4.4,4.177999999999996
4.1,4.163000000000005
2.9,3.6763212121212105
3.3,3.4540382839382833
3.9,3.6620075757575727
3.5,3.6284999999999967
3.1,3.648649999999999
4.3,4.257000000000005
4.1,4.075000000000005
3.4,3.35474525164378
4.4,4.3814999999999955
4.1,3.765000000000002
4.0,3.8440000000000007
4.1,4.163000000000005
4.2,3.5179999999999993
3.4,3.09835873015873
3.2,3.3500225219225217
3.6,3.2220253968253973
3.1,3.256111111111113
3.9,4.073266666666663
3.3,3.7675000000000005
3.7,3.6345000000000005
3.7,3.50989465844613
2.9,3.096000000000001
4.2,4.181999999999999
3.8,3.88
3.0,3.2269308594183577
3.9,4.164299999999996
3.4,3.225851068376065
4.0,3.7859999999999987
3.8,3.5338333333333374
3.3,3.2086128538128547
3.7,2.5510000000000037
3.4,3.159999999999999
3.5,3.460299296909389
3.4,3.2428251748251746
3.0,3.5599000000000016
4.3,4.295000000000007
3.8,3.6887500000000015
3.2,3.928371031746029
4.2,4.0281666666666665
3.6,3.830114285714286
3.2,3.1773878787878815
4.0,4.112
2.8,3.507633333333333
4.2,3.5966333333333282
4.0,3.518000000000001
3.9,3.867999999999999
3.0,3.2269308594183577
3.8,3.575761904761906
3.5,3.520709523809524
3.5,3.342758974358978
3.8,3.8770000000000038
3.3,3.3440333333333374
2.5,3.4159999999999995
3.7,3.7821666666666665
3.5,3.496646428571429
3.2,3.780333333333331
2.8,3.6656666666666666
3.5,3.2022114374290074
4.2,4.098999999999995
3.7,3.550699999999998
3.0,3.7429999999999968
3.4,3.754916666666665
4.5,3.303500000000003
4.2,4.216999999999993
3.6,3.5727547619047577
4.0,3.9900000000000007
3.1,3.346699999999999
3.4,3.2368251748251744
3.5,3.425130158730158
3.9,3.2369999999999988
3.5,3.334428571428573
2.9,3.4649861111111107
3.0,3.1773878787878815
3.0,3.182333333333335
4.0,3.8595499999999987
3.4,3.268834274393028
4.3,4.300000000000007
4.1,4.229833333333329
4.1,3.3945142857142865
3.9,3.502500000000003
4.3,4.282000000000007
4.2,3.971458333333329
3.4,3.3131730769230763
3.3,3.2760000000000025
4.1,4.033999999999999
3.4,3.6272440476190435
4.0,3.951600000000003
3.7,3.493325396825396
4.3,4.196500000000006
2.2,3.3949999999999987
3.9,3.8172857142857093
3.2,3.2760000000000025
3.5,3.3859759368082916
3.6,3.427476483399526
3.8,3.4523055555555566
3.8,3.9389999999999965
3.9,4.14
3.9,3.9104999999999954
4.1,3.3563166666666673
3.3,3.259366588147235
3.6,3.5679047619047606
4.1,4.111000000000006
3.9,3.839999999999996
3.7,3.694999999999996
3.5,3.434092460317462
3.5,3.357124999999999
4.0,3.9939999999999998
3.3,3.282000000000003
3.2,3.2368251748251744
3.5,3.8109999999999986
3.9,3.5915000000000004
3.8,3.7820000000000054
3.3,3.257249999999999
2.9,3.5056531100478465
3.9,4.080000000000002
3.0,3.269599999999997
3.7,3.490119841269841
3.9,3.729000000000001
3.5,3.208750000000001
3.9,4.016000000000001
3.6,3.4059999999999993
3.6,3.5128047979797983
3.1,3.383300943500944
4.5,4.142000000000003
3.4,3.257249999999999
3.8,4.040000000000003
4.0,4.003000000000001
3.8,3.456000000000003
3.9,3.9076555555555523
4.1,4.0590000000000055
2.9,3.6356666666666655
3.6,3.1534666666666684
4.1,4.130000000000006
3.3,3.258999999999997
4.3,4.125000000000005
3.5,3.097130434782606
4.3,4.104000000000002
3.4,3.240066666666668
3.9,3.5278333333333314
3.3,3.280175396825397
3.9,3.8359999999999985
3.5,3.7926666666666695
3.3,3.206999999999995
4.0,3.7916666666666634
3.4,3.314333333333333
3.4,3.2223257742257743
3.2,3.7804999999999933
3.7,3.552600000000002
4.2,3.963885714285711
3.7,3.2592619047619036
4.0,3.470999999999997
3.7,3.4802499999999976
4.1,4.069000000000004
4.1,4.1439999999999975
4.0,3.825555555555556
3.2,3.2428251748251746
2.9,3.8153333333333346
3.2,3.325115151515152
3.4,3.2022114374290074
4.1,3.342000000000001
3.1,3.376601370851369
3.3,3.2139988095238055
3.4,3.255000000000003
3.5,3.6289166666666643
3.0,3.361119047619048
3.6,3.2450000000000028
3.9,3.7427499999999956
3.1,3.1898595238095253
4.1,3.8080000000000007
4.4,4.283
4.4,4.384999999999994
4.2,4.163999999999996
4.4,4.399999999999992
3.8,3.9059999999999975
3.9,3.99
3.5,3.1983457653457634
3.2,3.324800000000003
4.0,3.689188095238097
3.7,3.5519999999999965
3.1,3.334399999999998
3.1,3.283175396825397
3.7,3.6831666666666667
4.2,3.830114285714286
3.8,3.9099999999999966
3.5,3.3749999999999987
3.3,3.3470000000000044
2.8,3.928371031746029
3.9,3.7619999999999965
3.7,3.7739999999999982
3.6,3.630157600732604
4.0,4.0700000000000065
3.6,3.569800865800869
4.0,3.117500000000001
3.6,3.6759999999999966
3.5,3.130000000000001
3.2,3.259366588147235
4.3,3.661999999999996
3.3,3.324800000000003
3.2,3.300888888888892
3.9,3.908999999999996
3.6,3.644666666666662
4.3,4.308000000000004
3.6,3.4070000000000022
4.2,3.725166666666667
4.0,4.030000000000001
3.8,3.6253999999999977
3.4,3.6543071428571428
3.9,3.890699999999998
3.4,3.257249999999999
3.5,3.3919999999999986
4.1,4.099
3.2,3.2129999999999956
4.3,4.294000000000002
3.8,3.6210000000000027
2.7,3.823414285714286
2.9,3.7319999999999967
3.9,3.8559999999999963
3.4,3.2180357142857106
2.8,3.5868523809523807
2.9,3.46598888888889
2.7,3.582999999999998
2.6,3.864000000000004
3.0,3.487
4.2,4.384999999999996
3.6,3.3227575757575756
3.7,3.6562857142857172
4.0,3.951
3.7,3.8605833333333313
3.6,3.6000000000000023
4.1,4.103000000000006
3.7,3.4357244588744607
3.3,3.227383333333333
4.4,4.401999999999993
3.9,3.519000000000003
3.8,3.7944619047619064
3.5,3.427476483399526
4.1,3.862033333333335
3.5,3.423000000000002
3.9,3.9890000000000008
4.6,4.310000000000006
2.9,3.4839999999999973
3.5,3.3070158730158767
3.9,4.111999999999996
3.7,3.5437429292929283
3.9,3.675951443001443
3.6,3.147202380952385
4.2,4.186999999999998
4.4,4.282999999999997
2.7,3.752000000000005
3.2,3.7240000000000015
3.0,3.1392
4.2,3.7459999999999947
3.8,3.9040000000000004
4.1,4.131000000000001
2.9,3.3489999999999993
4.3,3.524999999999999
3.5,3.6576666666666657
4.1,4.112000000000004
3.1,3.8702499999999986
4.6,4.317000000000005
4.3,4.277000000000007
3.6,3.4421500000000007
4.4,3.9450000000000007
3.7,3.6250000000000013
4.4,3.8310000000000017
3.6,3.491337250004894
3.5,3.7004476190476208
3.5,3.1934000000000013
4.0,3.872999999999995
3.1,3.4729999999999994
3.2,3.445466666666667
3.4,3.2428251748251746
3.6,3.4649861111111107
3.9,3.839999999999996
3.8,3.832000000000006
4.1,3.888000000000003
3.3,3.2760000000000025
3.6,3.391866666666667
3.6,3.6637825396825394
4.0,3.560110409035408
3.9,3.612777566877567
3.7,3.346666666666668
3.2,3.644666666666662
3.1,3.4668452380952384
2.9,3.3865690476190444
3.1,3.2563665881472343
3.5,3.5430000000000037
3.0,3.6776376262626305
3.5,3.3586
4.1,3.3840000000000003
3.8,3.9138000000000024
3.4,3.754916666666665
3.9,3.579523088023086
3.6,3.490121794871795
3.7,3.3466738095238076
3.8,4.045999999999998
3.0,3.0940000000000016
3.2,3.9229999999999974
3.1,3.337999999999999
4.2,3.9642500000000047
3.6,3.162999999999999
4.0,3.8075999999999994
4.7,4.5970000000000075
3.5,3.643666666666665
3.7,3.755166666666663
4.2,4.194999999999993
3.9,3.7832499999999976
3.7,3.4663233766233774
3.2,3.3570000000000033
3.2,3.355999999999996
4.0,4.022149999999999
3.8,3.7190000000000043
3.3,3.334399999999998
4.9,4.263999999999992
4.2,3.4634724109224133
3.0,3.2665523809523824
4.0,4.055999999999995
3.8,3.6659999999999995
3.5,3.2160833333333367
3.4,3.3381059523809506
4.5,4.474
3.5,3.604085714285717
3.3,3.6266333333333294
4.2,4.151999999999995
3.6,3.549501406926406
4.3,4.304000000000007
3.9,4.0409999999999995
4.0,3.6406666666666654
3.4,3.2364833333333305
3.0,3.635833333333336
3.7,3.95620476190476
4.1,3.9853333333333336
3.9,3.494483333333333
4.1,4.034999999999998
4.2,3.7459999999999947
4.1,4.163000000000005
4.5,4.313
4.0,4.046000000000001
4.1,3.8190000000000044
4.0,3.7453333333333365
3.7,3.386702380952382
3.7,3.577872619047616
4.0,4.059999999999999
3.8,3.63274761904762
3.0,3.832999999999998
3.4,3.2805714285714265
3.7,3.788166666666663
2.8,3.6805194444444442
4.1,3.6330000000000036
3.8,4.229999999999997
3.8,3.551999999999999
2.6,3.704500000000005
4.0,3.787999999999995
2.9,3.7169999999999943
4.0,4.109000000000004
4.3,4.292000000000004
3.9,3.8936666666666615
3.6,3.1922142857142854
4.1,4.384999999999996
3.8,3.5850000000000026
3.9,3.4959999999999996
3.4,3.251682359307356
3.4,3.258999999999997
2.8,3.6656666666666666
3.9,3.7149999999999967
